PID,MS_SubClass,Lot_Frontage_Squared,ms_zone_category
907265100,60,9216,3
907285080,60,4900,3
907290150,120,1369,4
907295020,20,5625,3
907295100,90,6889,4
907405020,20,4900,3
907405140,60,4225,3
907412040,20,5625,3
907412070,20,4225,3
907412080,60,4096,3
907412090,20,7225,3
907418010,20,7225,3
907418040,20,5476,3
907420080,60,3969,3
908102030,30,4489,3
908102040,90,4489,3
908102140,20,5625,3
908102260,20,5625,3
908103260,85,4096,3
908103280,20,4225,3
908127120,30,3969,3
908128050,85,8100,3
908128110,60,3600,3
908152110,60,5184,3
908152270,20,3600,3
908154080,20,15129,3
908154235,60,97969,3
908186040,180,1225,4
908201100,90,4225,3
908201110,90,4225,3
908201120,90,8464,3
908204160,90,5476,3
908225170,190,3136,3
908226120,50,3600,3
908250040,50,3249,3
908250090,20,4624,3
908275130,50,4900,3
908275180,50,3600,3
908275280,50,3481,3
908276140,80,3844,3
909100150,30,4489,3
909100170,30,4489,3
909101060,30,2025,3
909101180,190,3025,3
909175050,75,3600,3
909175100,50,3600,3
909177120,30,3600,3
909250040,70,2601,3
909250230,90,4096,3
909251080,70,4356,3
909251090,70,6241,3
909252110,70,3969,3
909252220,50,3969,3
909253190,30,2704,3
909254050,70,2916,3
909256060,50,2601,3
909275050,70,3600,3
909276170,70,5476,3
909281030,20,6241,3
909281110,70,10000,3
909425085,50,4900,3
909428170,20,3136,3
909451020,160,576,4
909451150,160,576,4
910200080,30,2500,4
910201130,50,3600,4
910202050,30,1600,4
910203020,30,5041,4
910203090,50,3364,4
910205010,80,5625,4
910206110,30,3600,4
910226040,50,5625,4
911370410,120,4096,4
911370490,120,1936,4
911370520,120,1936,4
911370540,120,1936,4
914475020,80,5776,3
914476010,20,5625,3
914476080,90,5776,3
914476450,20,5476,3
916226030,120,1764,3
916380060,20,5476,3
916382120,20,5041,3
916384100,60,11449,3
916386040,80,5329,3
916386080,80,5329,3
916386180,60,6561,3
916402015,20,5625,3
916402115,20,2209,3
916402215,20,8649,3
916403230,80,7225,3
916455120,20,6724,3
916477020,60,7225,3
921126030,20,6241,3
921201060,20,7225,3
923202005,90,9409,4
923202015,90,6084,4
923202137,20,5929,3
923203140,120,1024,4
923204040,85,22500,3
923225200,160,1681,4
923225310,180,441,4
923225370,180,441,4
923228080,160,441,4
923228420,180,441,4
923250210,20,10000,3
923252100,20,3481,3
923275090,20,1369,3
923277030,20,3600,3
923277040,20,3600,3
923277080,20,3600,3
923400040,50,5625,3
923426010,20,5476,3
526352080,20,7225,3
526352090,20,7225,3
526355170,20,9025,3
526355190,20,9025,3
527110120,60,3249,3
527110130,80,3136,3
527126030,120,1681,3
527162080,60,3969,3
527162090,20,3969,3
527162140,60,3600,3
527175130,20,25600,3
527184020,120,1444,3
527184110,120,1225,3
527210060,20,7396,3
527212060,60,9604,3
527216080,20,2704,3
527226040,190,38025,3
527252050,120,3721,3
527252070,20,3600,3
527256030,20,7225,3
527256040,20,6561,3
527302020,80,6084,3
527302060,60,6084,3
527302090,20,8649,3
527325090,60,3721,3
527325110,60,8464,3
527328050,20,6241,3
527353080,60,6400,3
527354050,20,6400,3
527356050,60,6400,3
527357020,20,16384,3
527358060,20,4900,3
527359010,60,8100,3
527359160,80,4096,3
527377110,60,6400,3
527402090,80,4900,3
527403310,20,3969,3
527404050,20,4356,3
527404100,20,3721,3
527404140,20,4900,3
527425140,20,3600,3
527450030,160,441,4
527450150,160,441,4
527450220,160,441,4
527451020,160,576,4
527451170,160,576,4
527453010,160,576,3
527455030,120,576,3
527455250,20,4225,3
528102050,20,9216,3
528102090,20,8100,3
528102100,20,8649,3
528102120,20,8281,3
528102130,20,8649,3
528104010,20,12100,3
528106040,20,11449,3
528106050,60,11449,3
528106060,60,12100,3
528106110,20,11025,3
528108160,60,11881,3
528110040,20,11449,3
528110070,20,12100,3
528110100,60,11025,3
528112150,20,9604,3
528114050,20,12100,3
528118040,60,13924,3
528118050,20,3481,3
528120010,60,17956,3
528120150,60,5776,3
528142050,60,6724,3
528144050,60,7396,3
528150040,20,8836,3
528150110,60,9801,3
528150120,60,9801,3
528166150,60,12100,3
528168040,60,8649,3
528172050,20,4900,3
528172070,20,5041,3
528172075,60,8464,3
528174010,120,3721,3
528174020,120,1156,3
528174030,120,1156,3
528174040,120,1681,3
528181060,120,1156,3
528181070,120,1156,3
528181080,120,1936,3
528186050,120,2304,3
528186090,120,3600,3
528186120,120,4624,3
528186190,120,2304,3
528188160,120,2304,3
528218010,60,3481,3
528218020,60,4225,3
528218050,60,4225,3
528218100,60,3364,3
528221030,60,3844,3
528221040,60,3969,3
528221050,20,7744,3
528221090,60,4225,3
528222030,20,5329,3
528222040,20,5329,3
528222050,60,5329,3
528222060,60,5184,3
528222080,60,4096,3
528222090,20,4096,3
528228270,120,2809,3
528228275,120,2809,3
528228555,20,2809,3
528231010,20,33124,3
528231030,80,4225,3
528235000,80,7569,3
528235160,60,3481,3
528235170,20,3481,3
528240020,60,3844,3
528250070,60,3969,3
528280110,60,3844,3
528280150,80,5776,3
528290170,60,3364,3
528294010,60,3481,3
528320050,60,25600,3
528322020,60,10000,3
528340030,60,7921,3
528344020,60,5476,3
528348030,60,6889,3
528351010,60,10816,3
528354060,60,8464,3
528354110,60,9025,3
528358040,60,6724,3
528364110,60,4225,3
528366070,60,7744,3
528376010,60,6724,3
528427040,20,5625,3
528427100,20,8281,3
528429090,20,7056,3
528429110,20,2401,3
528431030,20,5776,3
528431040,20,9604,3
528431050,20,13456,3
528431110,20,5625,3
528435010,20,7225,3
528435040,20,6241,3
528435060,20,6889,3
528435070,20,7225,3
528439040,20,5476,3
528439050,20,5776,3
528439080,20,4900,3
528441080,20,5625,3
528445020,60,4900,3
528445070,60,5625,3
528456190,20,5184,2
528456230,20,5625,2
528458080,60,5184,2
528458090,60,6561,2
528458120,60,5625,2
528458130,60,5625,2
528458150,60,12544,2
528477020,20,7056,2
528480020,60,7056,2
528480180,20,7056,2
528482010,20,10000,2
528482030,60,7225,2
528482090,60,10404,2
531363020,20,3969,3
531363040,20,3969,3
531375140,20,3600,3
531376060,20,4225,3
531380110,60,4900,3
531385070,20,4225,3
531451030,120,2500,3
531451150,160,2500,3
532353120,20,4096,3
532354010,20,6400,3
532354060,20,4900,3
532376040,20,7225,3
532376090,20,1600,3
532377050,20,7056,3
532479050,20,1936,3
532479140,20,1849,3
533130170,50,7225,3
533205110,120,2025,2
533206060,120,6400,2
533206070,120,1024,2
533208010,120,2209,2
533208020,120,1600,2
533208030,120,900,2
533208040,120,1225,2
533208070,160,1225,2
533213130,160,576,2
533213140,160,1156,2
533221060,160,576,2
533236040,160,576,2
533241030,60,4356,2
533242080,20,5329,2
533244040,60,11236,2
533250190,120,2500,3
533251110,20,6400,3
533252130,20,8100,3
533253180,120,1600,3
533254100,80,6400,3
533254130,20,6400,3
533350020,20,8836,3
534125120,20,6084,3
534127080,60,6400,3
534127260,20,16900,3
534128090,20,11664,3
534151090,20,6400,3
534151180,60,6084,3
534176140,20,7744,3
534177210,20,6400,3
534178010,20,6400,3
534201040,20,4900,3
534204120,20,6241,3
534275220,20,6400,3
534276070,80,4225,3
534276160,20,4900,3
534276180,20,5476,3
534278170,20,5776,3
534278190,20,4900,3
534401120,20,6400,3
534401200,80,6400,3
534403040,80,7225,3
534403290,60,6400,3
534427140,20,5625,3
534429030,90,4900,3
534430090,20,3249,3
534431020,45,7225,3
534450090,20,2500,3
534450110,20,2500,3
534451020,50,2601,3
534453080,20,2500,3
534475170,60,10000,3
534476080,20,6400,3
534478140,90,9025,3
534479120,50,6241,3
534479140,70,6241,3
535101150,90,3969,3
535105110,80,10000,3
535106140,20,4900,3
535106180,50,6084,3
535151020,20,5329,3
535151100,20,4225,3
535151110,20,3600,3
535152060,20,4900,3
535154080,20,5625,3
535155110,20,6400,3
535176070,20,8100,3
535177020,20,4900,3
535177110,20,6400,3
535179120,20,5184,3
535180030,20,5184,3
535181140,20,4900,3
535300040,20,5625,3
535301060,20,3600,3
535301160,90,4900,3
535302070,20,3600,3
535304170,20,4624,3
535305180,20,4356,3
535325090,20,5041,3
535325280,80,3600,3
535325320,50,3025,3
535327160,20,4900,3
535327200,20,4900,3
535353050,20,5625,3
535353160,50,3600,3
535354050,45,3600,3
535355020,70,12769,3
535375130,50,3600,3
535376010,45,3025,3
535378080,50,3600,3
535379060,30,3600,3
535379110,70,3600,3
535382150,30,3600,3
535402140,80,8649,3
535402180,20,5625,3
535403030,20,4356,3
535426130,60,4900,3
535450190,50,3600,3
535450220,20,3600,3
535450310,50,6084,3
535451040,20,3600,3
535451100,20,3600,3
535451110,20,3600,3
535452060,20,4900,3
535453150,20,4900,3
535453180,20,4900,3
535457020,20,6400,3
535457040,90,6400,3
535457050,20,4900,3
535476360,60,6400,3
535477130,60,4761,3
535477180,20,3600,3
535478040,85,4356,3
902100010,30,3600,4
902105110,70,3600,4
902106070,50,2500,4
902106120,30,3136,4
902107050,90,3600,4
902110010,30,3136,4
902125120,30,3600,4
902128160,30,3600,4
902201090,50,14400,4
902201130,50,2500,4
902202070,30,2500,4
902205020,50,2500,4
902205130,30,2500,4
902206270,70,3249,4
902207010,30,1600,4
902207150,30,3600,4
902300040,70,2809,4
902301030,50,3600,4
902301130,70,1225,4
902302150,190,7225,4
902303100,50,3136,4
902304040,70,8100,4
902305010,70,3600,4
902330090,75,5625,4
902401030,40,1600,4
902404010,30,8100,4
902408080,70,3600,4
902427040,50,2704,4
902427140,20,2704,4
902427180,80,5776,4
903201090,40,3025,3
903204030,50,3025,4
903205085,30,9604,3
903206170,50,4900,3
903225040,50,2500,4
903227140,70,2500,4
903228080,50,3600,4
903231050,45,2601,4
903231180,50,2704,4
903232100,50,2704,4
903233030,50,2601,4
903233050,70,2601,4
903233140,45,2601,4
903233180,50,2704,4
903234160,30,3600,4
903236130,70,2209,4
903400040,70,3600,3
903401070,50,3600,3
903425270,50,3600,3
903425280,70,3600,3
903427040,50,3600,4
903430040,45,1600,4
903430050,50,1600,4
903451110,45,3249,4
903453080,80,14400,4
903454010,70,3600,4
903454090,50,2500,4
903456110,60,3600,4
903457040,50,3600,4
903457130,190,2704,4
903458020,75,3600,4
903458060,30,1600,4
903475060,190,3600,4
903476100,45,3025,4
903484080,50,3600,4
904100100,70,11449,3
904101070,50,19044,3
904301110,50,3600,3
904302010,190,3481,3
905100060,190,5625,3
905100080,85,5625,3
905101070,20,3844,3
905101200,20,3721,3
905102010,80,4225,3
905104030,85,4900,3
905104090,20,9801,3
905104240,190,4900,3
905105040,20,7396,3
905105260,20,4356,3
905106150,20,11881,3
905107140,20,5041,3
905201080,20,6561,3
905225020,60,9801,3
905226080,50,4900,3
905226130,20,8281,3
905226170,20,7225,3
905352180,60,9409,3
905377050,20,7056,3
905401020,20,10404,3
905426010,20,7056,3
905451390,50,4900,3
905475270,20,3600,3
905476160,90,1764,3
905476170,30,3364,3
905476225,120,1521,3
905478140,20,3364,3
905478220,50,3600,3
905480090,50,2500,3
905480180,20,3600,3
906200230,50,10816,3
906201022,20,12996,3
906201023,60,13456,3
906201200,60,7396,3
906203140,60,10609,3
906204140,60,6724,3
906223040,60,5625,3
906340080,60,5929,3
906340090,60,5929,3
906378120,20,5041,3
906378150,20,8649,3
906378170,20,8281,3
906380010,20,10609,3
906380040,20,4356,3
906380070,60,4761,3
906380120,20,4624,3
906380140,60,7225,3
906380160,20,5476,3
906380200,20,4096,3
906382020,20,5625,3
906382060,20,5329,3
906392080,20,4096,3
906394020,60,6084,3
906394050,20,6084,3
906475170,20,24025,3
907125120,20,4225,3
907130060,20,11025,3
907131060,60,3249,3
907135050,20,3600,3
907135080,20,4900,3
907135180,20,3600,3
907180040,60,4761,3
907187040,60,2209,3
907187060,60,1849,3
907192020,60,4624,3
907192120,20,5184,3
907192150,60,5184,3
907200130,20,9409,3
907200190,80,3481,3
907200250,80,5184,3
907200270,20,2025,3
907202100,20,1521,3
907202220,20,5625,3
907203060,20,4900,3
907203110,20,14400,3
907227060,20,3600,3
907227100,20,3600,3
907250050,20,6400,3
907260040,20,4900,3
907260050,60,4900,3
907262020,60,4225,3
907270040,60,4356,3
907275080,20,5329,3
907280100,20,8100,3
907285040,60,6400,3
907290140,120,1296,4
907295040,20,5329,3
907401060,60,4225,3
907405130,20,4225,3
907410020,60,4900,3
907410050,60,6241,3
907414060,20,3969,3
907414070,20,4225,3
907420050,20,4096,3
907420060,60,4096,3
907420110,60,4096,3
908102100,20,4900,3
908102160,85,5625,3
908103090,20,4489,3
908127040,20,5329,3
908127060,50,5476,3
908127070,20,6400,3
908127100,90,6561,3
908152060,80,4225,3
908152260,20,5476,3
908152280,20,3600,3
908152290,60,3600,3
908154195,20,16384,3
908154205,60,16900,3
908186050,180,1225,4
908204090,20,4096,3
908204180,90,5476,3
908225240,20,5625,3
908225310,90,2704,3
908228010,40,3844,3
908250100,20,4624,3
908275090,50,4900,3
908275200,20,3600,3
908275240,20,3600,3
908276230,20,3600,3
909176170,90,3600,3
909250150,70,3025,3
909250160,45,3025,3
909251030,30,2916,3
909251040,50,2601,3
909252010,50,3600,3
909252150,70,3969,3
909252170,70,2809,3
909254090,50,3025,3
909254100,70,2809,3
909254130,75,2809,3
909254140,30,1600,3
909254150,50,2809,3
909256120,30,2500,3
909275110,70,3600,3
909275160,20,15876,3
909275310,70,7396,3
909276160,70,6084,3
909276210,50,12100,3
909281020,190,6241,3
909281130,70,4900,3
909282020,70,3721,3
909425140,20,12100,3
909425270,70,5625,3
909451130,160,576,4
909455060,120,1225,4
909475230,20,4900,3
910200040,50,7225,4
910200110,50,2500,4
910201020,45,2500,4
910201050,50,2500,4
910201110,50,2500,4
910201180,70,2500,4
910202030,30,2116,4
910203290,30,3481,4
910204090,30,3600,4
910205130,50,5625,4
910206010,50,4096,4
911370450,120,3481,4
911370460,120,1936,4
914452190,20,5041,3
914460020,20,6400,3
914460110,20,1936,3
914478100,85,6724,3
916226090,120,2116,3
916326040,20,13225,3
916326090,20,22201,3
916384050,20,4489,3
916384070,20,4624,3
916384080,20,4096,3
916384150,20,7921,3
916386170,20,4489,3
916403040,20,1764,3
916403290,50,1936,3
916455110,80,5329,3
916455150,20,6400,3
916475020,20,7225,3
917425190,20,2500,3
921126010,20,8649,3
921128030,20,7225,3
921205070,60,7744,3
923202134,20,4900,3
923202220,20,40000,3
923203010,120,3844,4
923204050,20,8836,3
923204140,90,10000,3
923225040,120,1936,4
923225050,120,1936,4
923226300,160,441,4
923228220,160,441,4
923228250,160,441,4
923228290,180,441,4
923228390,160,441,4
923229040,85,5184,3
923229140,20,3721,3
923230010,60,4624,3
923230120,85,2500,3
923230180,85,2916,3
923251160,20,15376,3
923252080,20,4761,3
923275200,20,5776,3
923276180,20,4225,3
923400150,20,3969,3
923425030,20,3844,3
526302040,20,7225,3
526354020,20,8100,3
527105060,60,3600,3
527107120,60,2916,3
527107240,60,4900,3
527108010,60,17956,3
527108020,20,2500,3
527108030,60,2500,3
527108040,60,5184,3
527108060,60,1764,3
527108090,60,28224,3
527146135,160,4624,3
527166030,60,3969,3
527182020,120,900,3
527190050,160,1936,3
527210030,60,3481,3
527210040,60,3600,3
527210050,60,3969,3
527212030,60,7225,3
527212040,60,6724,3
527214060,60,6724,3
527216010,60,8464,3
527216050,60,4356,3
527250040,190,10000,3
527252090,120,3600,3
527254070,20,4761,3
527256120,20,8100,3
527301010,20,8281,3
527354040,20,6400,3
527355060,60,6561,3
527355280,20,6241,3
527356020,60,6400,3
527356060,60,7225,3
527365010,60,5625,2
527375160,80,6561,3
527376090,20,6084,3
527376110,60,6084,3
527377030,20,6084,3
527378010,20,6400,3
527402380,20,5041,3
527404180,20,3600,3
527450010,160,576,4
527450080,160,576,4
527450210,160,441,4
527450460,160,441,4
527451200,160,441,4
527451380,160,441,4
527451450,160,441,4
527451460,160,441,4
527451520,160,441,4
527452070,120,2809,3
527452290,20,4225,3
527452310,85,4624,3
527453070,120,576,3
527455100,160,576,3
528102010,20,16641,3
528102080,60,5184,3
528106010,60,12321,3
528106120,20,12100,3
528110050,20,11449,3
528112010,20,11664,3
528114010,20,14400,3
528116030,20,9604,3
528118010,60,10201,3
528118020,60,11664,3
528118110,60,14400,3
528120110,60,6400,3
528120140,60,6724,3
528138030,60,7225,3
528142010,60,10609,3
528142060,60,6724,3
528142070,60,6724,3
528142110,20,8100,3
528144030,60,7396,3
528150080,20,14641,3
528150090,20,17161,3
528164040,20,5184,3
528170040,60,3136,3
528172020,60,5476,3
528174080,120,1849,3
528180080,120,2304,3
528181030,120,2304,3
528181040,120,1600,3
528186100,20,3721,3
528186110,120,2304,3
528218030,20,4225,3
528218060,60,4225,3
528218080,60,4225,3
528218130,60,3364,3
528218140,60,3364,3
528221010,20,10404,3
528221100,60,11025,3
528222010,60,9216,3
528222020,60,5625,3
528228280,120,1849,3
528228545,120,1849,3
528228550,120,1849,3
528228565,120,1849,3
528228575,120,2809,3
528228580,120,2809,3
528231050,60,3600,3
528235130,60,5476,3
528235190,60,3481,3
528240080,60,11236,3
528250060,60,3969,3
528290140,60,3364,3
528294070,60,4356,3
528315030,60,6724,3
528315070,60,7056,3
528315080,60,6889,3
528320060,60,13924,3
528344060,60,6084,3
528348010,60,8649,3
528358030,60,6889,3
528360050,60,12996,3
528365090,60,8464,3
528429060,60,5625,3
528429100,20,2401,3
528429120,20,2401,3
528429130,20,7225,3
528439030,20,5329,3
528445010,20,7225,3
528456200,20,5184,2
528477010,60,10000,2
528477030,20,6561,2
528480070,60,7056,2
528480100,60,4225,2
528480110,60,4225,2
528480150,60,4225,2
528488110,20,3600,2
528488120,20,3844,2
528488130,20,3600,2
531363080,20,5476,3
531367010,20,8281,3
531375060,20,3969,3
531375070,20,3969,3
531375100,20,3969,3
531376030,60,4225,3
531376050,60,5476,3
531379030,60,4900,3
531450040,60,4225,3
531451290,60,4900,3
531452080,120,2500,3
531452100,120,2500,3
532351060,20,4900,3
532351090,90,4900,4
532351150,90,4624,4
532353180,80,7744,3
532376180,20,4225,3
532378160,20,4225,3
532476050,80,10000,3
533110130,60,14641,3
533125120,60,11025,3
533128090,20,7921,3
533206040,120,1156,2
533208050,120,1369,2
533212100,160,900,2
533212110,160,576,2
533212120,160,576,2
533212130,160,900,2
533223010,160,1225,2
533241010,60,12996,2
533242030,20,3600,2
533250130,120,900,3
533253050,120,1296,3
533253090,120,1600,3
533253160,120,1600,3
533350050,20,4624,3
534125210,190,6241,3
534126060,80,10404,3
534127270,60,8100,3
534129230,60,6400,3
534175100,20,6084,3
534176250,20,6400,3
534201130,80,5625,3
534201230,20,6400,3
534201250,60,5184,3
534201260,20,6084,3
534201280,20,4900,3
534201300,85,4900,3
534202180,80,6400,3
534226060,20,5041,3
534276010,20,4900,3
534276230,90,4900,3
534400120,190,6400,3
534403280,20,6400,3
534403440,60,7225,3
534427090,190,5625,3
534428060,20,4761,3
534429130,20,6400,3
534430050,30,3600,3
534431030,20,4624,3
534451050,50,2601,3
534451120,30,2601,3
534451130,30,2704,3
534453150,50,8464,3
534455080,20,6400,3
534475160,20,7921,3
534476100,20,6400,3
534477030,20,7921,3
534479130,50,6241,3
534479240,60,6241,3
534479300,20,6724,3
535105160,20,7225,3
535125060,60,7744,3
535150240,20,5625,3
535150300,75,30276,3
535151080,20,11881,3
535151130,90,4900,3
535152070,80,4900,3
535152280,20,4900,3
535176050,20,6400,3
535178100,80,15625,3
535179050,20,4761,3
535180020,20,5184,3
535180070,20,5184,3
535301150,20,4900,3
535303050,20,5625,3
535304020,20,4356,3
535305120,20,5625,3
535325130,80,3025,3
535325340,20,4225,3
535325350,20,6400,3
535325450,20,7225,3
535325460,30,13924,3
535327210,20,4900,3
535353180,190,8836,3
535354130,50,2500,3
535355100,50,2500,3
535375040,30,3600,3
535376090,20,8100,3
535376100,30,3600,3
535377070,30,3600,3
535377100,50,3600,3
535379100,30,3600,3
535380010,70,3600,3
535380130,50,3600,3
535381060,50,3600,3
535382020,190,3600,3
535382130,50,3600,3
535401140,20,7056,3
535402070,80,7225,3
535402100,80,6889,3
535402220,50,5929,3
535402230,20,5929,3
535403040,20,4356,3
535403150,20,6241,3
535403200,20,3600,3
535404080,20,5329,3
535425040,20,6400,3
535425050,20,7396,3
535426195,20,2209,3
535450100,50,3600,3
535450180,50,3600,3
535451190,20,3600,3
535451210,20,3600,3
535453160,20,4900,3
535454030,90,3600,3
535454060,90,3600,3
535456010,90,5625,3
535456020,20,4900,3
535457070,20,4900,3
535477060,60,4761,3
535478010,85,4761,3
535478070,20,5476,3
535478090,20,4900,3
535478110,190,4900,3
902100110,70,3844,4
902100130,70,3249,4
902101050,50,3600,4
902103090,50,3600,4
902104020,50,3600,4
902106040,70,3600,4
902106090,70,3364,4
902108060,70,4356,4
902109010,30,4900,4
902110120,190,3136,4
902110130,30,3136,4
902111010,30,2500,4
902125020,70,2500,4
902128020,20,3600,4
902128100,50,1600,4
902134060,70,1764,4
902204060,190,2500,4
902204120,50,2500,4
902206020,30,2704,4
902206090,50,3136,4
902207080,20,2401,4
902207110,30,2304,4
902301120,190,4761,4
902305090,70,3600,4
902325050,75,3600,4
902325100,75,4900,4
902325160,50,3969,4
902328100,75,4225,4
902329070,70,3600,4
902329090,70,3600,4
902400090,30,7056,4
902400110,75,8100,4
902401090,90,1089,4
902406030,20,4225,4
903202120,50,4225,3
903206160,70,4761,3
903225090,50,2500,4
903229040,190,4225,4
903231070,50,2704,4
903231220,50,2601,4
903231240,30,2601,4
903232170,50,2704,4
903233100,50,2704,4
903233220,50,2601,4
903234030,30,2500,4
903235020,30,2500,4
903236200,45,3364,4
903400030,30,2500,3
903425190,50,8100,4
903425340,190,3600,3
903430090,50,3481,4
903430130,30,23409,4
903451050,50,3600,4
903452090,70,3600,4
903454020,30,2500,4
903454080,50,2500,4
903455090,50,3600,4
903456060,30,3600,4
903456090,190,3600,4
903458010,30,3600,4
904100030,50,6724,3
904100090,90,14400,3
904100170,20,10000,3
904101040,80,8464,3
904301410,30,3025,3
904302020,30,2500,3
904302030,20,2500,3
905100030,20,5625,3
905101330,90,5184,3
905101450,20,4900,3
905103140,80,9216,3
905103180,80,6400,3
905105010,20,5625,3
905107070,60,5476,3
905107240,20,6084,3
905108120,90,5625,3
905200290,20,7744,3
905200340,20,10404,3
905202210,20,7569,3
905225080,50,6561,3
905300010,85,5184,3
905300080,20,10000,3
905402110,20,5625,3
905403050,50,3844,3
905426100,20,6084,3
905427010,70,12996,3
905427030,75,3600,3
905427140,80,6084,3
905451050,20,6400,3
905451410,20,4900,3
905452140,50,5625,3
905452150,50,5625,3
905475150,20,3249,3
905477010,20,5929,3
905480160,50,2500,3
906204180,60,7744,3
906223180,60,6400,3
906225180,90,5329,3
906380110,60,17689,3
906380150,20,4096,3
906380170,20,4096,3
906380180,20,4096,3
906382030,20,7396,3
906382040,20,5329,3
906382050,60,5329,3
906392090,20,8100,3
906392100,20,6084,3
906392120,20,6084,3
906394010,60,8281,3
906394040,20,6084,3
906394060,60,6084,3
906420020,60,6400,3
906475200,20,3844,3
906476140,20,6400,3
907125020,85,3249,3
907125080,20,9025,3
907130110,60,4225,3
907135230,20,1849,3
907175030,20,4900,3
907175060,20,6241,3
907180120,20,6084,3
907181090,60,4624,3
907187010,60,5184,3
907192010,60,9025,3
907194130,60,4225,3
907196020,20,13924,3
907200170,80,3025,3
907201160,60,2500,3
907201230,80,1764,3
907202140,20,4761,3
907203010,20,14400,3
907203040,20,4900,3
907227090,20,3600,3
907251100,60,8100,3
907254050,60,2025,3
907262080,60,4900,3
907270050,60,4489,3
907285010,60,8100,3
907285100,60,8100,3
907290020,60,5625,3
907290080,20,4900,3
907290160,120,1369,4
907290230,120,1369,4
907290260,60,14400,3
907401050,20,4900,3
907401080,60,1681,3
907405030,20,4900,3
907410040,60,5476,3
907410100,60,4900,3
907410110,20,7056,3
907412010,60,7921,3
907414040,20,4225,3
907418020,60,4624,3
907420070,60,4225,3
907420090,20,4225,3
908102020,70,4489,3
908102320,20,17956,3
908102330,20,4489,3
908103310,90,1444,3
908103320,90,1225,3
908127050,20,5329,3
908128100,60,3844,3
908130020,20,5625,3
908178050,60,8100,3
908186060,180,1225,4
908186070,180,1225,4
908186090,180,1225,4
908188110,160,576,4
908188120,160,576,4
908188130,160,576,4
908188140,160,576,4
908188150,160,1024,4
908225180,50,3136,3
908227010,50,5184,3
908227030,50,3844,3
908227040,50,3364,3
908228040,50,3600,3
908275220,20,3600,3
908275290,20,3600,3
909101050,50,2025,3
909101080,50,2025,3
909101190,75,3600,3
909101330,30,3600,3
909103020,50,5776,3
909175030,50,3600,3
909176180,50,3600,3
909250070,70,1849,3
909250120,70,9216,3
909250200,70,4761,3
909250210,50,3600,3
909253080,70,2916,3
909254070,70,2916,3
909256010,50,7056,3
909256020,50,2601,3
909275230,70,3600,3
909275250,50,4356,3
909276070,50,6400,3
909279040,30,6400,3
909280030,50,7396,3
909280070,50,6561,3
909281010,70,6400,3
909282060,70,4900,3
909282110,70,4900,3
909425120,20,8100,3
909425180,20,6400,3
909426060,60,6084,3
909428110,190,8100,3
910200020,30,2500,4
910200060,50,2500,4
910203100,30,3721,4
910203230,30,2500,4
910207110,30,2500,4
910226060,50,5625,4
911370430,120,1681,4
911370530,120,1936,4
913350030,20,4761,3
914452060,90,4225,3
914474020,20,4900,3
914476050,90,6084,3
914476130,80,19600,3
914476500,90,6724,3
916225130,60,1764,3
916402125,20,2916,3
916403020,20,2500,3
916475100,20,7225,3
916477010,20,9025,3
921205030,20,7744,3
921205050,20,7744,3
923202025,90,6084,4
923203090,120,1024,4
923203100,120,1024,4
923205120,20,8100,3
923225190,160,1681,4
923225240,160,1681,4
923225260,160,1764,4
923225510,20,3364,3
923226180,180,441,4
923226290,160,441,4
923227100,20,6400,3
923228130,180,441,4
923228180,160,441,4
923228210,160,441,4
923228260,160,441,4
923228310,160,441,4
923229110,90,3025,3
923230040,90,3969,3
923250060,20,6400,3
923251180,20,25600,3
923275080,80,1369,3
923400125,85,3844,3
924100070,20,5929,3
924151050,60,5476,3
